interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
13,stage_arrival,32,S21,1,switch,43,51707,40,0,0,13,261.425,0,0,50.826,0
13,stage_arrival,0,S00,5,terminal,0,51709,85,0,0,13,1000,0,0,9.5645,0
13,stage_arrival,47,S25,2,switch,4,51704,94,0,0,13,166.312,0,0,62.5,0
13,stage_arrival,0,S00,5,terminal,0,51706,21,0,0,13,1000,0,0,20,0
13,stage_arrival,0,S00,5,terminal,0,51714,35,0,0,13,1000,0,0,62.5,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51712,72,0,0,13,1000,0,0,51.655,0
13,stage_arrival,0,S00,5,terminal,0,51715,98,0,0,13,1000,0,0,25.826,0
13,stage_arrival,0,S00,5,terminal,0,51702,110,0,0,13,1000,0,0,50,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51715,98,0,0,13,1000,0,0,50.826,0
13,stage_arrival,0,S00,5,terminal,0,51705,38,0,0,13,1000,0,0,11.9456,0
13,stage_arrival,10,S61,0,switch,1,51705,38,0,0,13,227.172,0,0,31.9456,0
13,stage_arrival,36,S18,0,switch,35,51712,72,0,0,13,247.316,0,0,51.655,0
13,stage_arrival,17,S35,1,switch,56,51714,35,0,0,13,252.252,0,0,62.5,0
13,stage_arrival,1,S01,0,switch,0,51703,20,0,0,13,159.728,0,0,31.9456,0
13,stage_arrival,0,S00,5,terminal,0,51707,40,0,0,13,1000,0,0,25.826,0
13,stage_arrival,37,S32,0,switch,0,51712,72,0,0,13,103.31,0,0,51.655,0
13,stage_arrival,42,S20,2,switch,3,51709,85,0,0,13,251.806,0,0,59.5645,0
13,stage_arrival,1,S01,0,switch,0,51705,38,0,0,13,159.728,0,0,31.9456,0
13,stage_arrival,24,S08,0,switch,22,51710,48,0,0,13,182.424,0,0,59.5645,0
13,stage_arrival,22,S07,3,switch,26,51710,48,0,0,13,124.406,0,0,59.5645,0
13,stage_arrival,44,S23,0,switch,43,51711,88,0,0,13,211.017,0,0,50.826,0
13,stage_arrival,0,S00,5,terminal,0,51711,88,0,0,13,1000,0,0,25,0
13,stage_arrival,3,S27,0,switch,0,51710,48,0,0,13,119.129,0,0,59.5645,0
13,stage_arrival,6,S02,0,switch,1,51708,23,0,0,13,138.732,0,0,31.9456,0
13,stage_arrival,1,S01,0,switch,0,51706,21,0,0,13,159.728,0,0,31.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51706,21,0,0,13,1000,0,0,31.9456,0
13,stage_arrival,4,S37,0,switch,0,51714,35,0,0,13,203.508,0,0,62.5,0
13,stage_arrival,0,S00,5,terminal,0,51700,63,0,0,13,1000,0,0,62.5,0
13,stage_arrival,10,S61,0,switch,1,51706,21,0,0,13,227.172,0,0,31.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51705,38,0,0,13,1000,0,0,31.9456,0
13,stage_arrival,0,S00,5,terminal,0,51704,94,0,0,13,1000,0,0,62.5,0
13,stage_arrival,0,S00,5,terminal,0,51710,48,0,0,13,1000,0,0,9.5645,0
13,stage_arrival,1,S01,0,switch,0,51701,30,0,0,13,159.728,0,0,31.9456,0
13,stage_arrival,43,S22,0,switch,0,51707,40,0,0,13,203.304,0,0,50.826,0
13,stage_arrival,1,S01,0,switch,0,51708,23,0,0,13,159.728,0,0,31.9456,0
13,stage_arrival,12,S04,0,switch,6,51701,30,0,0,13,184.169,0,0,31.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51713,64,0,0,13,1000,0,0,50.826,0
13,stage_arrival,43,S22,0,switch,0,51713,64,0,0,13,203.304,0,0,50.826,0
13,stage_arrival,6,S02,0,switch,1,51701,30,0,0,13,138.732,0,0,31.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51708,23,0,0,13,1000,0,0,31.9456,0
13,stage_arrival,10,S61,0,switch,1,51703,20,0,0,13,227.172,0,0,31.9456,0
13,stage_arrival,15,S05,0,switch,12,51701,30,0,0,13,134.869,0,0,31.9456,0
13,stage_arrival,3,S27,0,switch,0,51709,85,0,0,13,119.129,0,0,59.5645,0
13,stage_arrival,49,S26,0,switch,43,51715,98,0,0,13,126.404,0,0,50.826,0
13,stage_arrival,0,S00,5,terminal,0,51703,20,0,0,13,1000,0,0,11.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51710,48,0,0,13,1000,0,0,59.5645,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51711,88,0,0,13,1000,0,0,50.826,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51707,40,0,0,13,1000,0,0,50.826,0
13,stage_arrival,0,S00,5,terminal,0,51701,30,0,0,13,1000,0,0,20,0
13,stage_arrival,55,S60,1,switch,37,51702,110,0,0,13,243.133,0,0,51.655,0
13,stage_arrival,19,S06,3,switch,10,51705,38,0,0,13,169.014,0,0,31.9456,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51703,20,0,0,13,1000,0,0,31.9456,0
13,stage_arrival,26,S33,0,switch,3,51710,48,0,0,13,174.708,0,0,59.5645,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51701,30,0,0,13,1000,0,0,31.9456,0
13,stage_arrival,37,S32,0,switch,0,51702,110,0,0,13,103.31,0,0,51.655,0
13,stage_arrival,56,S36,2,switch,4,51714,35,0,0,13,112.305,0,0,62.5,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51702,110,0,0,13,1000,0,0,51.655,0
13,stage_arrival,35,S17,2,switch,37,51712,72,0,0,13,246.878,0,0,51.655,0
13,stage_arrival,31,S62,3,switch,5,51700,63,0,0,13,238.676,0,0,62.5,0
13,stage_arrival_coalesce,0,S00,5,terminal,0,51709,85,0,0,13,1000,0,0,59.5645,0
13,stage_arrival,20,S15,4,switch,32,51707,40,0,0,13,143.593,0,0,50.826,0
13,allocate_send_arrival,0,S00,5,terminal,0,51713,64,0,0,13,1000,0,50.826,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51708,23,0,0,13,1000,0,31.9456,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51712,72,0,0,13,1000,0,51.655,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51709,85,0,0,13,1000,0,59.5645,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51706,21,0,0,13,1000,0,31.9456,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51714,35,0,0,13,1000,0,62.5,7.27596e-15,0
13,allocate_send_arrival,0,S00,5,terminal,0,51715,98,0,0,13,1000,0,50.826,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51702,110,0,0,13,1000,0,51.655,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51705,38,0,0,13,1000,0,31.9456,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51707,40,0,0,13,1000,0,50.826,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51711,88,0,0,13,1000,0,50.826,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51700,63,0,0,13,1000,0,62.5,7.27596e-15,0
13,allocate_send_arrival,0,S00,5,terminal,0,51704,94,0,0,13,1000,0,62.5,7.27596e-15,0
13,allocate_send_arrival,0,S00,5,terminal,0,51710,48,0,0,13,1000,0,59.5645,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51703,20,0,0,13,1000,0,31.9456,0,0
13,allocate_send_arrival,0,S00,5,terminal,0,51701,30,0,0,13,1000,0,31.9456,0,0
13,allocate_send_arrival,43,S22,0,switch,0,51715,98,0,0,13,203.304,0,25.826,25,0
13,enqueue_residual,43,S22,0,switch,0,51715,98,0,0,13,203.304,0,0,25,0
13,allocate_send_arrival,43,S22,0,switch,0,51711,88,0,0,13,203.304,0,25.826,25,0
13,enqueue_residual,43,S22,0,switch,0,51711,88,0,0,13,203.304,0,0,25,0
13,allocate_send_arrival,43,S22,0,switch,0,51707,40,0,0,13,203.304,0,25.826,25,0
13,enqueue_residual,43,S22,0,switch,0,51707,40,0,0,13,203.304,0,0,25,0
13,allocate_send_arrival,43,S22,0,switch,0,51713,64,0,0,13,203.304,0,25.826,25,0
13,enqueue_residual,43,S22,0,switch,0,51713,64,0,0,13,203.304,0,0,25,0
13,allocate_send_arrival,20,S15,4,switch,32,51707,40,0,0,13,143.593,0,50.826,0,0
13,allocate_send_arrival,49,S26,0,switch,43,51715,98,0,0,13,126.404,0,50.826,0,0
13,allocate_send_arrival,35,S17,2,switch,37,51712,72,0,0,13,246.878,0,51.655,0,0
13,allocate_send_arrival,1,S01,0,switch,0,51703,20,0,0,13,159.728,0,11.9456,20,0
13,enqueue_residual,1,S01,0,switch,0,51703,20,0,0,13,159.728,0,0,20,0
13,allocate_send_arrival,1,S01,0,switch,0,51705,38,0,0,13,159.728,0,11.9456,20,0
13,enqueue_residual,1,S01,0,switch,0,51705,38,0,0,13,159.728,0,0,20,0
13,allocate_send_arrival,1,S01,0,switch,0,51706,21,0,0,13,159.728,0,11.9456,20,0
13,enqueue_residual,1,S01,0,switch,0,51706,21,0,0,13,159.728,0,0,20,0
13,allocate_send_arrival,1,S01,0,switch,0,51701,30,0,0,13,159.728,0,11.9456,20,0
13,enqueue_residual,1,S01,0,switch,0,51701,30,0,0,13,159.728,0,0,20,0
13,allocate_send_arrival,1,S01,0,switch,0,51708,23,0,0,13,159.728,0,11.9456,20,0
13,enqueue_residual,1,S01,0,switch,0,51708,23,0,0,13,159.728,0,0,20,0
13,allocate_send_arrival,5,S63,0,switch,0,51700,63,0,0,13,259.679,0,62.5,0,0
13,allocate_send_arrival,32,S21,1,switch,43,51713,64,0,0,13,261.425,0,50.826,0,0
13,allocate_send_arrival,32,S21,1,switch,43,51707,40,0,0,13,261.425,0,50.826,0,0
13,allocate_send_arrival,47,S25,2,switch,4,51704,94,0,0,13,166.312,0,62.5,0,0
13,allocate_send_arrival,10,S61,0,switch,1,51705,38,0,0,13,227.172,0,31.9456,3.63798e-15,0
13,allocate_send_arrival,10,S61,0,switch,1,51706,21,0,0,13,227.172,0,31.9456,3.63798e-15,0
13,allocate_send_arrival,10,S61,0,switch,1,51703,20,0,0,13,227.172,0,31.9456,3.63798e-15,0
13,allocate_send_arrival,37,S32,0,switch,0,51712,72,0,0,13,103.31,0,1.655,50,0
13,enqueue_residual,37,S32,0,switch,0,51712,72,0,0,13,103.31,0,0,50,0
13,allocate_send_arrival,37,S32,0,switch,0,51702,110,0,0,13,103.31,0,1.655,50,0
13,enqueue_residual,37,S32,0,switch,0,51702,110,0,0,13,103.31,0,0,50,0
13,allocate_send_arrival,17,S35,1,switch,56,51714,35,0,0,13,252.252,0,62.5,0,0
13,allocate_send_arrival,15,S05,0,switch,12,51701,30,0,0,13,134.869,0,31.9456,0,0
13,allocate_send_arrival,4,S37,0,switch,0,51704,94,0,0,13,203.508,0,62.5,0,0
13,allocate_send_arrival,4,S37,0,switch,0,51714,35,0,0,13,203.508,0,62.5,0,0
13,allocate_send_arrival,42,S20,2,switch,3,51709,85,0,0,13,251.806,0,59.5645,0,0
13,allocate_send_arrival,36,S18,0,switch,35,51712,72,0,0,13,247.316,0,51.655,0,0
13,allocate_send_arrival,31,S62,3,switch,5,51700,63,0,0,13,238.676,0,62.5,0,0
13,allocate_send_arrival,6,S02,0,switch,1,51708,23,0,0,13,138.732,0,31.9456,0,0
13,allocate_send_arrival,6,S02,0,switch,1,51701,30,0,0,13,138.732,0,31.9456,0,0
13,allocate_send_arrival,22,S07,3,switch,26,51710,48,0,0,13,124.406,0,59.5645,0,0
13,allocate_send_arrival,3,S27,0,switch,0,51710,48,0,0,13,119.129,0,9.5645,50,0
13,enqueue_residual,3,S27,0,switch,0,51710,48,0,0,13,119.129,0,0,50,0
13,allocate_send_arrival,3,S27,0,switch,0,51709,85,0,0,13,119.129,0,9.5645,50,0
13,enqueue_residual,3,S27,0,switch,0,51709,85,0,0,13,119.129,0,0,50,0
13,allocate_send_arrival,26,S33,0,switch,3,51710,48,0,0,13,174.708,0,59.5645,0,0
13,allocate_send_arrival,19,S06,3,switch,10,51705,38,0,0,13,169.014,0,31.9456,0,0
13,allocate_send_arrival,55,S60,1,switch,37,51702,110,0,0,13,243.133,0,51.655,0,0
13,allocate_send_arrival,56,S36,2,switch,4,51714,35,0,0,13,112.305,0,62.5,0,0
13,allocate_send_arrival,11,S03,0,switch,6,51708,23,0,0,13,132.338,0,31.9456,0,0
13,allocate_send_arrival,24,S08,0,switch,22,51710,48,0,0,13,182.424,0,59.5645,0,0
13,allocate_send_arrival,12,S04,0,switch,6,51701,30,0,0,13,184.169,0,31.9456,0,0
13,allocate_send_arrival,44,S23,0,switch,43,51711,88,0,0,13,211.017,0,50.826,0,0
14,allocate_send_buffered,3,S27,0,switch,0,51710,48,0,0,14,119.129,100,50,0,0
14,allocate_send_buffered,3,S27,0,switch,0,51709,85,0,0,14,119.129,100,50,0,0
14,allocate_send_buffered,1,S01,0,switch,0,51703,20,0,0,14,159.728,100,20,0,0
14,allocate_send_buffered,1,S01,0,switch,0,51705,38,0,0,14,159.728,100,20,0,0
14,allocate_send_buffered,1,S01,0,switch,0,51706,21,0,0,14,159.728,100,20,0,0
14,allocate_send_buffered,1,S01,0,switch,0,51701,30,0,0,14,159.728,100,20,3.63798e-15,0
14,allocate_send_buffered,1,S01,0,switch,0,51708,23,0,0,14,159.728,100,20,3.63798e-15,0
14,allocate_send_buffered,37,S32,0,switch,0,51712,72,0,0,14,103.31,100,50,0,0
14,allocate_send_buffered,37,S32,0,switch,0,51702,110,0,0,14,103.31,100,50,0,0
14,allocate_send_buffered,43,S22,0,switch,0,51715,98,0,0,14,203.304,100,25,0,0
14,allocate_send_buffered,43,S22,0,switch,0,51711,88,0,0,14,203.304,100,25,0,0
14,allocate_send_buffered,43,S22,0,switch,0,51707,40,0,0,14,203.304,100,25,0,0
14,allocate_send_buffered,43,S22,0,switch,0,51713,64,0,0,14,203.304,100,25,0,0
14,stage_arrival,32,S21,1,switch,43,51707,40,0,0,14,261.425,0,0,50.826,0
14,stage_arrival,0,S00,5,terminal,0,51712,72,0,0,14,1000,0,0,1.655,0
14,stage_arrival,0,S00,5,terminal,0,51707,40,0,0,14,1000,0,0,25,0
14,stage_arrival,1,S01,0,switch,0,51705,38,0,0,14,159.728,0,0,31.9456,0
14,stage_arrival,0,S00,5,terminal,0,51710,48,0,0,14,1000,0,0,9.5645,0
14,stage_arrival,0,S00,5,terminal,0,51713,64,0,0,14,1000,0,0,25.826,0
14,stage_arrival,1,S01,0,switch,0,51703,20,0,0,14,159.728,0,0,31.9456,0
14,stage_arrival,0,S00,5,terminal,0,51715,98,0,0,14,1000,0,0,25,0
14,stage_arrival,0,S00,5,terminal,0,51706,21,0,0,14,1000,0,0,11.9456,0
14,stage_arrival,0,S00,5,terminal,0,51703,20,0,0,14,1000,0,0,20,0
14,stage_arrival,4,S37,0,switch,0,51714,35,0,0,14,203.508,0,0,62.5,0
14,stage_arrival,36,S18,0,switch,35,51712,72,0,0,14,247.316,0,0,51.655,0
14,stage_arrival,4,S37,0,switch,0,51704,94,0,0,14,203.508,0,0,62.5,0
14,stage_arrival,11,S03,0,switch,6,51708,23,0,0,14,132.338,0,0,31.9456,0
14,stage_arrival,5,S63,0,switch,0,51700,63,0,0,14,259.679,0,0,62.5,0
14,stage_arrival,55,S60,1,switch,37,51702,110,0,0,14,243.133,0,0,51.655,0
14,stage_arrival,43,S22,0,switch,0,51711,88,0,0,14,203.304,0,0,50.826,0
14,stage_arrival,0,S00,5,terminal,0,51714,35,0,0,14,1000,0,0,62.5,0
14,stage_arrival,0,S00,5,terminal,0,51704,94,0,0,14,1000,0,0,62.5,0
14,stage_arrival,24,S08,0,switch,22,51710,48,0,0,14,182.424,0,0,59.5645,0
14,stage_arrival,56,S36,2,switch,4,51714,35,0,0,14,112.305,0,0,62.5,0
14,stage_arrival,0,S00,5,terminal,0,51705,38,0,0,14,1000,0,0,11.9456,0
14,stage_arrival,32,S21,1,switch,43,51713,64,0,0,14,261.425,0,0,50.826,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51707,40,0,0,14,1000,0,0,50.826,0
14,stage_arrival,0,S00,5,terminal,0,51711,88,0,0,14,1000,0,0,25,0
14,stage_arrival,47,S25,2,switch,4,51704,94,0,0,14,166.312,0,0,62.5,0
14,stage_arrival,44,S23,0,switch,43,51711,88,0,0,14,211.017,0,0,50.826,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51703,20,0,0,14,1000,0,0,31.9456,0
14,stage_arrival,17,S35,1,switch,56,51714,35,0,0,14,252.252,0,0,62.5,0
14,stage_arrival,0,S00,5,terminal,0,51701,30,0,0,14,1000,0,0,11.9456,0
14,stage_arrival,12,S04,0,switch,6,51701,30,0,0,14,184.169,0,0,31.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51711,88,0,0,14,1000,0,0,50.826,0
14,stage_arrival,0,S00,5,terminal,0,51709,85,0,0,14,1000,0,0,50,0
14,stage_arrival,37,S32,0,switch,0,51702,110,0,0,14,103.31,0,0,51.655,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51701,30,0,0,14,1000,0,0,31.9456,0
14,stage_arrival,0,S00,5,terminal,0,51708,23,0,0,14,1000,0,0,11.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51715,98,0,0,14,1000,0,0,50.826,0
14,stage_arrival,0,S00,5,terminal,0,51700,63,0,0,14,1000,0,0,62.5,0
14,stage_arrival,10,S61,0,switch,1,51706,21,0,0,14,227.172,0,0,31.9456,0
14,stage_arrival,20,S15,4,switch,32,51707,40,0,0,14,143.593,0,0,50.826,0
14,stage_arrival,43,S22,0,switch,0,51713,64,0,0,14,203.304,0,0,50.826,0
14,stage_arrival,10,S61,0,switch,1,51705,38,0,0,14,227.172,0,0,31.9456,0
14,stage_arrival,10,S61,0,switch,1,51703,20,0,0,14,227.172,0,0,31.9456,0
14,stage_arrival,1,S01,0,switch,0,51706,21,0,0,14,159.728,0,0,31.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51708,23,0,0,14,1000,0,0,31.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51705,38,0,0,14,1000,0,0,31.9456,0
14,stage_arrival,1,S01,0,switch,0,51708,23,0,0,14,159.728,0,0,31.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51706,21,0,0,14,1000,0,0,31.9456,0
14,stage_arrival,37,S32,0,switch,0,51712,72,0,0,14,103.31,0,0,51.655,0
14,stage_arrival,35,S17,2,switch,37,51712,72,0,0,14,246.878,0,0,51.655,0
14,stage_arrival,0,S00,5,terminal,0,51702,110,0,0,14,1000,0,0,50,0
14,stage_arrival,43,S22,0,switch,0,51715,98,0,0,14,203.304,0,0,50.826,0
14,stage_arrival,26,S33,0,switch,3,51710,48,0,0,14,174.708,0,0,59.5645,0
14,stage_arrival,43,S22,0,switch,0,51707,40,0,0,14,203.304,0,0,50.826,0
14,stage_arrival,22,S07,3,switch,26,51710,48,0,0,14,124.406,0,0,59.5645,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51709,85,0,0,14,1000,0,0,59.5645,0
14,stage_arrival,49,S26,0,switch,43,51715,98,0,0,14,126.404,0,0,50.826,0
14,stage_arrival,42,S20,2,switch,3,51709,85,0,0,14,251.806,0,0,59.5645,0
14,stage_arrival,3,S27,0,switch,0,51709,85,0,0,14,119.129,0,0,59.5645,0
14,stage_arrival,31,S62,3,switch,5,51700,63,0,0,14,238.676,0,0,62.5,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51702,110,0,0,14,1000,0,0,51.655,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51710,48,0,0,14,1000,0,0,59.5645,0
14,stage_arrival,19,S06,3,switch,10,51705,38,0,0,14,169.014,0,0,31.9456,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51713,64,0,0,14,1000,0,0,50.826,0
14,stage_arrival_coalesce,0,S00,5,terminal,0,51712,72,0,0,14,1000,0,0,51.655,0
14,stage_arrival,1,S01,0,switch,0,51701,30,0,0,14,159.728,0,0,31.9456,0
14,stage_arrival,3,S27,0,switch,0,51710,48,0,0,14,119.129,0,0,59.5645,0
14,stage_arrival,15,S05,0,switch,12,51701,30,0,0,14,134.869,0,0,31.9456,0
14,stage_arrival,6,S02,0,switch,1,51701,30,0,0,14,138.732,0,0,31.9456,0
14,stage_arrival,6,S02,0,switch,1,51708,23,0,0,14,138.732,0,0,31.9456,0
14,allocate_send_arrival,35,S17,2,switch,37,51712,72,0,0,14,246.878,0,51.655,0,0
14,allocate_send_arrival,56,S36,2,switch,4,51714,35,0,0,14,112.305,0,62.5,0,0
14,allocate_send_arrival,20,S15,4,switch,32,51707,40,0,0,14,143.593,0,50.826,0,0
14,allocate_send_arrival,22,S07,3,switch,26,51710,48,0,0,14,124.406,0,59.5645,0,0
14,allocate_send_arrival,12,S04,0,switch,6,51701,30,0,0,14,184.169,0,31.9456,0,0
14,allocate_send_arrival,43,S22,0,switch,0,51711,88,0,0,14,203.304,0,25.826,25,0
14,enqueue_residual,43,S22,0,switch,0,51711,88,0,0,14,203.304,0,0,25,0
14,allocate_send_arrival,43,S22,0,switch,0,51713,64,0,0,14,203.304,0,25.826,25,0
14,enqueue_residual,43,S22,0,switch,0,51713,64,0,0,14,203.304,0,0,25,0
14,allocate_send_arrival,43,S22,0,switch,0,51715,98,0,0,14,203.304,0,25.826,25,0
14,enqueue_residual,43,S22,0,switch,0,51715,98,0,0,14,203.304,0,0,25,0
14,allocate_send_arrival,43,S22,0,switch,0,51707,40,0,0,14,203.304,0,25.826,25,0
14,enqueue_residual,43,S22,0,switch,0,51707,40,0,0,14,203.304,0,0,25,0
14,allocate_send_arrival,15,S05,0,switch,12,51701,30,0,0,14,134.869,0,31.9456,0,0
14,allocate_send_arrival,6,S02,0,switch,1,51701,30,0,0,14,138.732,0,31.9456,0,0
14,allocate_send_arrival,6,S02,0,switch,1,51708,23,0,0,14,138.732,0,31.9456,0,0
14,allocate_send_arrival,37,S32,0,switch,0,51702,110,0,0,14,103.31,0,1.655,50,0
14,enqueue_residual,37,S32,0,switch,0,51702,110,0,0,14,103.31,0,0,50,0
14,allocate_send_arrival,37,S32,0,switch,0,51712,72,0,0,14,103.31,0,1.655,50,0
14,enqueue_residual,37,S32,0,switch,0,51712,72,0,0,14,103.31,0,0,50,0
14,allocate_send_arrival,17,S35,1,switch,56,51714,35,0,0,14,252.252,0,62.5,0,0
14,allocate_send_arrival,42,S20,2,switch,3,51709,85,0,0,14,251.806,0,59.5645,0,0
14,allocate_send_arrival,31,S62,3,switch,5,51700,63,0,0,14,238.676,0,62.5,0,0
14,allocate_send_arrival,47,S25,2,switch,4,51704,94,0,0,14,166.312,0,62.5,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51712,72,0,0,14,1000,0,51.655,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51707,40,0,0,14,1000,0,50.826,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51710,48,0,0,14,1000,0,59.5645,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51713,64,0,0,14,1000,0,50.826,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51715,98,0,0,14,1000,0,50.826,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51706,21,0,0,14,1000,0,31.9456,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51703,20,0,0,14,1000,0,31.9456,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51714,35,0,0,14,1000,0,62.5,2.18279e-14,0
14,allocate_send_arrival,0,S00,5,terminal,0,51704,94,0,0,14,1000,0,62.5,2.18279e-14,0
14,allocate_send_arrival,0,S00,5,terminal,0,51705,38,0,0,14,1000,0,31.9456,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51711,88,0,0,14,1000,0,50.826,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51701,30,0,0,14,1000,0,31.9456,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51709,85,0,0,14,1000,0,59.5645,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51708,23,0,0,14,1000,0,31.9456,0,0
14,allocate_send_arrival,0,S00,5,terminal,0,51700,63,0,0,14,1000,0,62.5,2.18279e-14,0
14,allocate_send_arrival,0,S00,5,terminal,0,51702,110,0,0,14,1000,0,51.655,0,0
14,allocate_send_arrival,44,S23,0,switch,43,51711,88,0,0,14,211.017,0,50.826,0,0
14,allocate_send_arrival,5,S63,0,switch,0,51700,63,0,0,14,259.679,0,62.5,0,0
14,allocate_send_arrival,55,S60,1,switch,37,51702,110,0,0,14,243.133,0,51.655,0,0
14,allocate_send_arrival,1,S01,0,switch,0,51705,38,0,0,14,159.728,0,11.9456,20,0
14,enqueue_residual,1,S01,0,switch,0,51705,38,0,0,14,159.728,0,0,20,0
14,allocate_send_arrival,1,S01,0,switch,0,51703,20,0,0,14,159.728,0,11.9456,20,0
14,enqueue_residual,1,S01,0,switch,0,51703,20,0,0,14,159.728,0,0,20,0
14,allocate_send_arrival,1,S01,0,switch,0,51706,21,0,0,14,159.728,0,11.9456,20,0
14,enqueue_residual,1,S01,0,switch,0,51706,21,0,0,14,159.728,0,0,20,0
14,allocate_send_arrival,1,S01,0,switch,0,51708,23,0,0,14,159.728,0,11.9456,20,0
14,enqueue_residual,1,S01,0,switch,0,51708,23,0,0,14,159.728,0,0,20,0
14,allocate_send_arrival,1,S01,0,switch,0,51701,30,0,0,14,159.728,0,11.9456,20,0
14,enqueue_residual,1,S01,0,switch,0,51701,30,0,0,14,159.728,0,0,20,0
14,allocate_send_arrival,3,S27,0,switch,0,51709,85,0,0,14,119.129,0,9.5645,50,0
14,enqueue_residual,3,S27,0,switch,0,51709,85,0,0,14,119.129,0,0,50,0
14,allocate_send_arrival,3,S27,0,switch,0,51710,48,0,0,14,119.129,0,9.5645,50,0
14,enqueue_residual,3,S27,0,switch,0,51710,48,0,0,14,119.129,0,0,50,0
14,allocate_send_arrival,11,S03,0,switch,6,51708,23,0,0,14,132.338,0,31.9456,0,0
14,allocate_send_arrival,24,S08,0,switch,22,51710,48,0,0,14,182.424,0,59.5645,0,0
14,allocate_send_arrival,26,S33,0,switch,3,51710,48,0,0,14,174.708,0,59.5645,0,0
14,allocate_send_arrival,10,S61,0,switch,1,51706,21,0,0,14,227.172,0,31.9456,3.63798e-15,0
14,allocate_send_arrival,10,S61,0,switch,1,51705,38,0,0,14,227.172,0,31.9456,3.63798e-15,0
14,allocate_send_arrival,10,S61,0,switch,1,51703,20,0,0,14,227.172,0,31.9456,3.63798e-15,0
14,allocate_send_arrival,19,S06,3,switch,10,51705,38,0,0,14,169.014,0,31.9456,0,0
14,allocate_send_arrival,49,S26,0,switch,43,51715,98,0,0,14,126.404,0,50.826,0,0
14,allocate_send_arrival,36,S18,0,switch,35,51712,72,0,0,14,247.316,0,51.655,0,0
14,allocate_send_arrival,32,S21,1,switch,43,51707,40,0,0,14,261.425,0,50.826,0,0
14,allocate_send_arrival,32,S21,1,switch,43,51713,64,0,0,14,261.425,0,50.826,0,0
14,allocate_send_arrival,4,S37,0,switch,0,51714,35,0,0,14,203.508,0,62.5,0,0
14,allocate_send_arrival,4,S37,0,switch,0,51704,94,0,0,14,203.508,0,62.5,0,0
15,allocate_send_buffered,37,S32,0,switch,0,51702,110,0,0,15,103.31,100,50,0,0
15,allocate_send_buffered,37,S32,0,switch,0,51712,72,0,0,15,103.31,100,50,0,0
15,allocate_send_buffered,43,S22,0,switch,0,51711,88,0,0,15,203.304,100,25,0,0
15,allocate_send_buffered,43,S22,0,switch,0,51713,64,0,0,15,203.304,100,25,0,0
